GeneID,"absolute expression, parental strain t=0 (arbitrary units)",wt t=0,wt t=10,wt t=20,wt t=30,wt t=45,wt t=60,wt t=90,wt t=120,tfA-del t=0,tfA-del t=10,tfA-del t=20,tfA-del t=30,tfA-del t=45,tfA-del t=60,tfA-del t=90,tfA-del t=120,tfB-del t=0,tfB-del t=10,tfB-del t=20,tfB-del t=30,tfB-del t=45,tfB-del t=60,tfB-del t=90,tfB-del t=120,tfC-del t=0,tfC-del t=10,tfC-del t=20,tfC-del t=30,tfC-del t=45,tfC-del t=60,tfC-del t=90,tfC-del t=120
3290,0.953,0.0,0.255,0.099,0.176,0.001,0.048,0.3,0.262,0.233,0.417,-0.192,0.020,0.125,-0.184,0.054,-0.013,0.293,0.257,0.026,-0.066,-0.126,-0.183,-0.019,0.167,-0.143,-0.089,-0.287,0.122,-0.348,0.088,-0.04,-0.013
867,0.514,0.0,0.038,-0.144,-0.301,-0.295,-0.2,-0.096,-0.252,0.144,0.331,-0.088,-0.325,-0.280,-0.584,-0.458,-0.296,-0.223,-0.315,-0.269,-0.294,-0.163,-0.075,-0.251,-0.462,0.059,-0.068,-0.099,-0.194,-0.316,-0.017,-0.463,-0.328
3373,9.49,0.0,0.149,-0.53,-0.453,0.072,0.035,0.295,0.17,-0.108,0.068,-0.229,-0.072,-0.047,-0.367,-0.014,0.158,-0.231,0.349,0.191,0.077,-0.165,-0.066,-0.037,-0.194,-0.198,-0.198,-0.215,-0.166,-0.308,0.17,-0.241,-0.242
547,2.57,0.0,-0.454,-0.555,-0.499,-0.031,-0.11,-0.052,-0.288,-0.410,-0.676,-0.036,0.119,0.116,-0.290,-0.068,-0.193,-0.154,-0.353,-0.162,-0.068,0.258,0.152,-0.069,-0.505,0.082,0.074,0.45,0.175,0.226,0.133,-0.147,-0.111
6768,0.243,0.0,-0.219,-0.296,-0.193,-0.069,-0.111,0.168,-0.138,-0.020,-0.346,-0.098,-0.089,0.000,-0.122,-0.281,-0.160,0.486,-0.143,-0.306,-0.161,-0.214,-0.107,0.041,0.079,0.311,-0.107,0.1,-0.108,-0.065,0.016,-0.183,-0.134
2755,2.057,0.0,-0.116,-0.282,0.209,0.114,0.297,0.308,-0.003,0.525,0.072,0.134,0.468,0.155,-0.213,-0.192,-0.072,0.842,0.468,0.576,0.718,0.554,0.454,0.336,0.706,0.444,0.388,-0.118,0.655,-0.088,0.444,-0.207,-0.419
8321,0.309,0.0,0.423,0.12,0.085,0.02,0.265,0.48,0.36,0.080,0.720,0.304,0.160,0.173,0.152,0.175,0.331,-0.033,0.502,0.175,0.165,0.06,0.267,0.36,0.476,-0.024,0.165,0.186,0.162,-0.007,0.304,0.034,0.248
751,0.218,0.0,-0.055,0.068,0.513,0.243,0.223,0.353,0.045,-0.069,0.035,0.009,0.050,0.293,0.130,0.094,-0.223,-0.04,0.017,-0.062,0.044,0.162,0.065,0.246,0.226,0.092,-0.006,-0.12,0.047,0.042,0.086,-0.087,0.007
3725,2.945,0.0,-0.361,-0.299,0.007,-0.32,-0.411,-0.341,-0.458,-0.077,-0.199,0.023,-0.014,-0.112,-0.026,-0.004,-0.087,-0.027,-0.301,-0.322,-0.091,0.076,-0.024,-0.047,-0.502,0.556,0.304,0.626,0.119,0.219,0.12,0.194,0.155
8871,0.916,0.0,-0.181,-0.308,0.162,0.022,0.138,0.103,-0.119,0.176,-0.200,-0.399,-0.385,-0.473,-0.445,0.063,0.128,-0.3,-0.634,-0.413,-0.485,-0.213,-0.099,-0.124,0.13,0.106,-0.087,-0.44,-0.366,-0.463,0.042,-0.189,-0.29
8088,0.343,0.0,-0.084,0.019,0.786,0.73,1.498,1.293,0.155,-0.213,-0.115,0.357,0.163,0.152,0.181,0.160,0.226,-0.267,-0.083,-0.14,0.047,0.886,0.773,1.178,0.941,-0.072,-0.13,0.168,0.525,0.806,0.949,0.288,0.051
6369,0.563,0.0,-0.239,0.059,0.438,0.221,0.494,0.586,0.517,0.427,0.288,0.241,-0.145,-0.041,-0.016,0.466,0.496,0.586,-0.023,-0.076,0.136,0.274,0.229,0.941,0.642,0.351,0.023,-0.189,0.193,-0.115,0.519,0.591,0.405
700,0.422,0.0,0.123,0.388,1.062,0.329,0.593,0.591,0.203,0.209,0.071,0.264,0.175,0.072,0.119,0.394,0.458,0.637,0.162,0.24,0.193,0.231,0.404,0.484,0.597,0.706,0.657,0.502,0.474,0.175,0.506,0.297,0.563
4792,0.275,0.0,0.597,0.404,0.737,0.409,0.315,0.567,0.484,-0.079,0.884,0.158,0.053,0.300,0.353,0.357,0.396,-0.003,0.533,0.529,0.375,0.167,0.5,0.253,0.317,0.01,0.311,0.331,0.525,0.191,0.639,0.329,0.544
7439,0.998,0.0,0.606,0.565,0.496,0.346,0.304,0.306,0.138,0.317,0.747,0.633,0.358,0.203,-0.131,0.051,0.208,-0.017,0.423,0.127,0.204,0.039,0.044,0.031,0.162,0.01,0.383,0.234,0.272,-0.068,0.05,0.123,0.116
635,0.878,0.0,-0.181,1.152,1.231,0.606,0.619,0.963,1.29,0.983,1.214,1.685,1.152,0.963,0.502,1.114,0.857,0.176,-0.555,-0.021,0.548,0.744,0.713,1.038,0.589,1.142,1.123,1.548,1.718,1.181,0.997,1.322,1.527
7254,0.179,0.0,0.168,0.234,0.852,0.125,0.257,0.272,-0.064,0.068,0.170,0.149,0.130,0.224,-0.029,0.147,0.025,0.218,0.68,0.621,0.766,0.595,0.816,0.276,0.271,0.074,0.432,0.274,0.44,0.062,0.086,0.079,0.083
7451,3.91,0.0,-0.152,-0.147,-0.024,-0.154,-0.423,0.062,-1.049,0.038,-0.200,-0.486,-0.162,-0.096,-0.392,-0.528,-0.475,0.111,0.122,-0.062,0.016,-0.12,-0.166,-0.12,-0.058,-0.162,-0.135,-0.264,-0.329,-0.617,-0.403,-0.471,-0.481
3237,0.744,0.0,-0.732,-0.502,0.119,-0.246,-0.363,0.208,-0.384,0.031,-0.187,0.498,-0.135,-0.265,0.231,0.492,0.498,0.302,-0.204,-0.584,-0.537,-0.657,-0.244,0.097,0.173,0.431,0.279,0.409,-0.204,0.313,0.236,0.508,0.608
2351,6.346,0.0,0.076,0.542,0.704,0.39,0.165,0.55,-0.087,0.178,0.862,1.194,0.946,0.446,0.571,0.527,0.808,0.413,0.517,0.498,0.429,0.456,0.383,0.313,0.673,0.059,0.379,0.248,0.371,0.272,0.535,0.525,0.811
9046,0.557,0.0,-0.52,0.162,0.776,0.042,-0.122,0.243,-0.162,-0.199,0.198,0.508,-0.087,0.010,0.529,0.678,0.504,-0.006,-0.089,-0.036,-0.027,-0.143,0.079,0.219,0.326,-0.2,-0.127,0.12,0.349,0.37,0.432,0.513,0.759
420,3.82,0.0,0.146,0.913,0.994,0.619,0.059,0.293,0.069,0.065,0.642,1.077,0.969,0.468,0.386,0.563,0.559,0.155,0.476,0.669,0.508,0.773,0.653,0.292,0.704,-0.114,0.379,0.293,0.531,0.542,0.203,0.45,0.472
8048,2.142,0.0,0.189,0.834,0.793,0.432,0.023,0.442,0.46,0.149,0.417,0.591,0.297,0.234,0.150,0.360,0.494,0.324,-0.007,0.265,0.292,0.278,0.34,0.233,0.727,0.269,-0.019,-0.256,0.404,0.12,0.496,0.448,0.72
7638,1.616,0.0,0.094,-0.052,0.155,-0.013,-0.242,0.133,-0.116,0.175,0.038,0.498,0.434,0.329,0.234,1.238,0.154,-0.031,0.421,0.072,0.029,0.108,0.056,-0.151,-0.247,0.238,0.176,0.386,0.281,0.246,0.125,0.116,0.311
8312,0.346,0.0,0.16,0.278,0.749,0.324,0.099,0.189,-0.187,0.309,0.349,0.448,0.385,0.184,-0.303,0.035,-0.175,0.642,0.935,0.613,0.578,0.69,0.371,0.233,-0.099,0.37,0.706,0.803,0.476,0.057,-0.019,-0.1,-0.073
6700,2.18,0.0,-0.497,-0.453,-0.106,-0.064,0.646,0.935,0.803,1.168,0.628,0.567,-0.773,-0.239,0.413,-0.148,0.092,2.617,1.801,0.593,0.083,-0.565,-0.242,1.108,0.813,0.54,0.37,0.32,0.059,0.569,1.105,0.735,0.278
7013,0.201,0.0,0.201,0.252,0.974,0.152,0.329,0.381,0.134,0.184,0.552,0.456,0.077,0.039,0.032,0.333,0.165,0.191,0.213,-0.011,0.173,0.223,0.18,0.134,0.454,0.102,0.157,0.318,0.484,-0.01,0.355,0.308,0.271
9075,27.98,0.0,-0.313,-0.348,-0.269,-0.261,-0.108,0.138,-0.135,0.038,-0.069,-0.775,-0.865,-0.356,0.004,-0.047,0.106,0.199,0.088,0.134,-0.001,-0.573,-1.072,0.203,0.308,0.438,-0.08,-0.209,-0.614,-0.054,0.06,0.08,-0.156
3508,68.69,0.0,-0.01,-0.003,-0.059,-0.296,0.048,0.193,0.076,0.460,0.324,-0.104,-0.370,-0.263,0.074,0.082,0.386,0.082,0.006,-0.081,0.006,-0.778,-0.836,0.404,0.589,0.364,0.02,-0.411,-0.37,-0.178,0.327,0.326,0.198
7054,55.95,0.0,-0.22,-0.151,0.006,0.026,-0.055,0.035,-0.612,-0.024,-0.331,-0.207,-0.009,-0.023,-0.189,-0.170,0.139,-0.466,-0.477,-0.377,-0.235,-0.365,-0.628,-0.217,0.035,-0.103,-0.062,-0.23,-0.064,-0.367,-0.123,-0.119,0.034
6360,0.263,0.0,0.014,0.065,0.523,-0.055,-0.222,-0.091,-0.383,0.099,0.114,0.262,-0.081,-0.013,-0.153,-0.120,-0.103,0.165,0.076,0.203,0.141,0.063,-0.139,0.074,0.054,-0.034,0.246,0.163,0.082,-0.138,0.0,-0.085,0.056
4387,1.152,0.0,-0.225,-0.13,0.228,-0.428,-0.269,-0.013,-0.591,0.109,0.125,0.265,-0.217,-0.140,0.004,0.120,0.106,0.013,-0.132,-0.114,-0.295,-0.257,-0.072,-0.171,0.173,0.119,0.1,0.009,-0.004,0.083,0.114,-0.034,0.226
2103,3.158,0.0,-0.003,0.257,0.446,-0.021,-0.047,0.089,-0.408,0.360,0.329,0.595,0.258,0.276,0.141,0.241,0.276,0.175,-0.259,0.016,0.116,0.08,0.026,0.082,0.293,0.162,0.355,0.086,0.764,0.346,0.508,0.421,0.377
4867,0.281,0.0,0.163,0.193,1.347,0.099,0.142,0.288,-0.084,0.130,0.063,0.095,0.157,0.175,0.317,-0.009,0.246,0.171,0.146,0.335,0.053,0.329,0.297,0.053,0.873,0.302,0.186,-0.024,0.839,0.083,0.573,-0.092,0.048
6287,5.695,0.0,-0.009,-0.031,0.221,0.025,-0.223,0.035,-0.246,0.031,-0.099,-0.033,0.278,-0.170,-0.204,-0.096,-0.128,0.699,-0.013,0.346,0.189,0.525,0.377,-0.187,0.383,0.29,-0.227,-0.445,0.088,-0.179,-0.205,-0.363,-0.425
8379,4.35,0.0,0.527,0.448,0.248,-0.004,-0.493,-0.23,-0.539,-0.091,0.157,0.628,0.749,0.297,-0.037,-0.242,-0.386,0.37,1.123,0.48,0.502,0.25,0.056,-0.305,-0.873,0.149,0.141,0.411,-0.037,0.038,-0.381,-0.512,-0.479
3561,28.19,0.0,-0.118,-0.236,-0.187,0.003,-0.371,0.028,-0.156,-0.176,-0.526,-0.066,-0.010,-0.094,-0.066,0.737,0.108,0.371,0.462,0.163,0.097,0.06,0.246,-0.102,-0.345,0.214,-0.081,0.297,-0.184,0.265,-0.036,-0.019,0.331
4027,13.56,0.0,-0.259,-0.258,-0.865,-0.411,-0.569,-0.357,-0.192,-0.070,-0.223,0.080,0.103,-0.151,-0.200,-0.061,-0.166,-0.874,-0.784,-0.696,-0.635,-0.41,-0.371,-0.673,-0.988,0.114,-0.407,-0.026,-0.416,-0.32,-0.463,-0.181,-0.148
6546,1.538,0.0,0.569,0.436,0.576,0.326,0.155,0.264,0.626,0.216,0.267,0.486,0.211,0.181,0.233,0.450,0.456,0.595,0.409,0.404,0.293,0.333,0.392,0.074,0.386,0.492,0.198,0.074,0.436,0.15,0.189,0.39,0.529
5392,2.231,0.0,0.306,0.258,0.304,0.29,0.219,0.194,0.61,0.149,0.186,0.331,0.099,0.044,-0.158,0.309,0.240,0.122,-0.252,-0.135,-0.019,0.034,-0.038,-0.292,0.484,0.423,-0.036,-0.047,0.327,0.044,0.102,0.209,0.394
5898,2.283,0.0,0.578,0.36,-0.034,0.299,0.134,0.243,0.657,0.139,-0.098,-0.268,0.025,0.100,-0.037,-0.021,-0.047,0.66,-0.154,0.076,-0.115,0.203,0.317,0.017,0.749,0.442,0.038,-0.268,0.214,0.017,-0.175,-0.382,0.39
2394,6.168,0.0,0.531,0.454,0.204,0.486,0.065,0.089,0.452,0.264,-0.183,0.908,0.599,0.597,0.476,0.699,0.419,0.255,0.181,0.181,-0.036,0.25,0.464,0.313,0.371,0.783,0.17,0.613,0.599,0.847,0.1,0.188,0.61
9241,1.117,0.0,0.452,0.014,-0.322,0.295,-0.05,0.108,0.252,0.056,0.606,0.713,0.484,0.396,0.322,0.565,0.559,0.072,0.506,0.4,0.24,0.486,0.739,0.29,0.68,0.112,0.427,0.466,0.452,0.621,0.676,0.292,0.617
2986,0.333,0.0,0.229,-0.242,-0.076,0.068,0.037,0.157,0.258,0.048,0.209,-0.081,0.155,0.120,-0.062,0.180,0.191,-0.213,0.353,0.077,0.117,0.007,0.231,0.063,0.342,0.025,0.083,-0.27,0.028,-0.099,0.368,-0.124,-0.104
2744,0.151,0.0,0.097,0.062,0.001,0.095,0.224,0.204,0.119,0.105,0.163,0.262,0.059,0.231,0.165,0.000,0.196,0.134,0.1,0.048,0.079,-0.044,-0.024,-0.05,0.394,-0.013,0.138,0.181,-0.045,-0.1,0.122,-0.026,0.245
3092,0.552,0.0,0.117,0.072,-0.434,-0.722,-0.493,-0.668,-0.52,-0.565,1.336,-0.072,-0.414,-0.778,-0.838,-0.766,-0.661,-0.655,-0.815,-0.81,-0.884,-0.672,-0.562,-0.681,-0.519,-0.108,-0.285,-0.589,-0.601,-0.842,-0.529,-0.854,-0.609
6616,0.637,0.0,0.267,-0.432,-0.468,-0.356,-0.103,-0.33,-0.564,0.128,-0.066,-0.198,0.108,0.017,-0.678,-0.466,-0.392,-0.372,-0.075,-0.007,0.065,-0.089,-0.337,-0.35,-0.218,-0.189,-0.325,-0.103,-0.096,-0.545,-0.402,-0.823,-0.563
2727,0.596,0.0,0.3,0.123,0.146,-0.026,-0.126,-0.147,-0.172,0.003,0.188,0.338,0.147,0.168,0.082,0.099,-0.006,0.023,0.308,0.059,-0.024,0.054,-0.033,-0.062,0.014,-0.023,-0.077,-0.057,0.175,-0.041,0.025,-0.085,-0.089
3608,0.344,0.0,0.245,0.102,1.419,0.381,0.094,0.198,0.258,0.407,-0.085,0.054,0.023,0.154,0.288,1.032,0.158,-0.021,0.257,0.297,0.271,0.176,0.525,0.032,0.496,0.375,0.031,0.157,0.847,-0.004,0.271,0.181,0.16
289,0.956,0.0,0.15,0.131,0.053,-0.238,-0.401,-0.023,0.203,0.138,0.116,0.315,-0.073,-0.006,0.042,0.377,0.163,0.241,0.007,-0.011,-0.009,0.162,0.201,-0.034,-0.297,0.472,0.274,0.295,0.229,0.178,0.025,0.417,0.448
7589,2.839,0.0,0.482,0.276,0.004,0.105,0.214,0.402,0.764,0.260,0.111,-0.172,-0.167,-0.084,-0.265,0.170,0.236,-0.096,-0.244,0.05,-0.059,-0.07,-0.057,-0.138,0.318,0.184,-0.134,-0.569,0.089,-0.119,0.023,0.082,-0.034
3545,1.372,0.0,-0.132,-0.043,-0.112,0.051,-0.242,-0.197,0.131,0.009,-0.156,-0.098,0.050,0.100,0.063,0.175,0.186,0.253,-0.664,-0.365,-0.131,0.144,-0.066,-0.162,0.111,0.454,-0.009,0.004,0.112,0.167,0.144,0.265,0.517
832,0.231,0.0,0.262,-0.062,0.452,0.171,0.233,0.183,0.267,0.258,0.089,0.023,-0.084,0.160,0.360,0.279,0.308,-0.154,0.253,0.155,0.097,0.191,0.226,0.077,0.315,0.092,0.297,0.019,0.464,0.111,0.1,0.318,0.199
7816,2.011,0.0,0.353,0.29,0.157,0.593,0.12,0.421,0.868,0.529,0.385,1.099,0.429,0.423,0.519,0.955,0.834,1.333,0.088,0.252,0.154,0.411,0.847,0.464,1.108,0.884,0.639,0.427,0.811,0.69,0.415,0.506,1.071
7738,0.822,0.0,0.006,-0.327,-0.501,-0.088,-0.166,-0.058,-0.103,-0.130,0.091,0.404,0.183,0.123,0.183,0.165,0.253,-0.172,0.196,0.184,0.206,0.218,0.398,0.032,0.297,-0.036,0.218,0.476,0.257,0.556,0.262,0.1,0.128
5637,4.2,0.0,0.213,-0.566,-0.345,0.044,-0.066,0.053,-0.108,-0.135,0.342,-0.089,0.178,-0.065,-0.257,0.034,0.016,-0.208,0.383,0.089,-0.034,-0.059,-0.088,-0.2,-0.279,-0.1,-0.136,-0.402,-0.021,-0.115,0.241,-0.062,-0.372
6488,1.281,0.0,-0.077,-0.738,0.013,0.031,0.105,-0.003,-0.252,-0.077,-0.381,-0.214,-0.249,-0.225,-0.543,-0.036,-0.197,-0.158,0.026,-0.256,-0.255,-0.208,-0.029,-0.208,0.0,0.167,-0.213,-0.32,0.003,0.053,-0.037,-0.317,-0.386
136,2.76,0.0,0.214,-0.302,0.08,0.069,0.059,-0.017,-0.228,0.028,0.193,0.535,0.306,-0.050,-0.381,0.062,0.127,-0.102,0.201,-0.003,0.123,0.279,0.274,-0.014,-0.054,-0.073,0.245,0.183,0.189,0.349,0.188,-0.157,-0.108
8261,0.776,0.0,0.035,-0.658,-0.143,-0.309,0.201,-0.092,-0.29,-0.184,-0.482,-0.208,-0.055,-0.178,-0.483,-0.153,-0.209,-0.861,-0.574,-0.364,-0.498,-0.414,-0.215,-0.439,-0.189,-0.331,-0.525,-0.536,0.1,-0.361,0.014,-0.532,-0.638
9067,19.94,0.0,-0.294,-0.78,-0.335,-0.073,0.019,0.003,0.131,0.085,-0.388,-0.394,-0.110,-0.041,-0.440,-0.065,0.100,-0.777,-1.012,-0.506,-0.484,-0.296,-0.371,-0.279,-0.019,-0.178,-0.317,-0.399,0.004,-0.374,-0.076,-0.343,-0.518
323,4.01,0.0,-0.055,-0.573,-0.391,0.031,0.071,0.15,-0.052,-0.197,-0.152,0.068,0.271,0.322,-0.038,-0.024,0.004,-0.435,0.109,-0.189,-0.325,-0.154,-0.161,-0.062,-0.594,-0.285,-0.099,0.077,0.224,0.076,0.283,-0.169,-0.288
3662,20.64,0.0,0.117,-0.204,-0.188,0.204,0.009,0.231,0.099,-0.230,-0.126,0.150,0.388,0.130,0.023,-0.123,0.034,-0.13,0.223,-0.08,-0.174,-0.081,0.123,0.035,-0.397,-0.07,0.072,0.262,0.165,0.053,0.175,-0.099,0.038
3550,0.31,0.0,-0.239,-0.449,-0.385,-0.41,-0.087,0.204,0.072,0.180,0.100,0.438,0.111,0.504,-0.024,-0.195,-0.138,-0.214,0.119,-0.395,-0.355,-0.424,0.105,-0.003,-0.068,-0.031,-0.055,-0.052,0.034,0.158,0.262,0.167,-0.217
8383,5.605,0.0,-0.422,-0.425,0.715,1.062,0.994,1.248,1.276,0.621,-0.570,1.396,1.586,0.938,0.837,0.986,1.059,0.231,-0.687,-0.628,-0.263,0.214,0.93,1.811,1.51,0.606,0.878,0.847,1.304,1.123,1.336,1.311,1.041
6426,0.556,0.0,0.398,0.106,0.868,0.224,0.552,0.468,0.057,0.171,-0.033,0.402,0.165,0.080,0.044,0.094,0.054,0.099,0.127,0.462,0.262,0.229,0.349,0.158,0.813,0.044,-0.044,0.125,0.168,0.029,0.32,0.08,-0.044
7704,0.296,0.0,0.664,-0.229,0.271,0.082,0.167,0.138,0.025,-0.277,-0.281,0.214,0.344,0.016,-0.048,-0.176,-0.062,-0.162,0.014,-0.208,-0.014,0.533,0.494,0.048,-0.045,-0.256,0.029,-0.052,0.176,0.136,-0.02,-0.241,-0.3
4330,0.332,0.0,0.186,0.091,0.097,-0.257,-0.143,-0.027,0.026,-0.013,0.203,0.355,0.041,0.079,-0.055,-0.233,-0.050,-0.193,0.15,-0.044,-0.202,-0.181,-0.134,-0.145,-0.376,-0.184,-0.051,0.014,-0.306,-0.12,0.029,-0.141,-0.235
4566,0.172,0.0,-0.003,-0.014,0.47,0.253,0.146,0.16,0.007,-0.026,-0.024,0.071,0.053,-0.158,0.032,0.048,0.047,-0.077,-0.014,0.108,-0.017,0.006,0.136,-0.088,0.221,-0.172,0.109,0.004,0.034,0.023,0.236,-0.041,-0.011
1216,0.353,0.0,-0.175,-0.031,0.213,-0.241,-0.235,0.258,0.184,0.181,0.119,-0.030,-0.327,-0.346,-0.270,0.100,0.054,-0.059,-0.011,-0.033,-0.12,-0.023,0.007,0.342,0.233,-0.05,0.031,0.032,-0.036,-0.052,0.272,0.221,0.089
186,0.294,0.0,0.117,0.228,1.548,0.349,0.362,0.582,0.304,0.103,0.108,0.299,0.060,0.088,0.035,0.175,0.186,-0.003,0.229,0.208,0.234,0.248,0.313,0.272,0.994,-0.077,0.157,0.105,0.358,0.003,0.317,0.08,-0.014
8168,30.34,0.0,-0.061,-0.651,-0.225,-0.033,-0.058,0.094,0.053,-0.144,-0.362,-0.506,-0.252,-0.329,-0.565,-0.069,-0.058,-0.013,-0.398,-0.234,-0.271,-0.355,-0.089,-0.102,0.13,-0.062,-0.349,-0.784,0.025,-0.247,0.183,-0.345,-0.491
6991,7.365,0.0,-0.238,-1.16,-0.456,-0.393,-0.171,-0.227,-0.371,0.228,-0.132,-0.207,-0.076,0.037,-0.318,-0.171,-0.171,0.727,-0.352,0.116,0.45,0.938,1.12,0.216,-0.004,0.375,0.347,0.184,0.288,0.253,0.091,-0.36,-0.274
7815,0.248,0.0,0.031,0.01,-0.204,0.076,0.196,0.486,0.431,0.216,0.199,0.434,-0.066,-0.138,-0.048,0.224,0.262,-0.275,0.122,0.224,0.031,-0.057,-0.024,0.619,0.448,-0.065,0.013,0.085,0.133,-0.088,0.565,0.099,0.053
1553,0.632,0.0,0.46,0.211,-0.2,-0.228,0.186,0.517,0.521,0.450,0.704,0.735,-0.016,-0.120,-0.156,0.116,0.411,-0.323,0.358,0.089,-0.189,-0.027,-0.225,0.486,0.559,-0.066,0.189,0.016,0.102,-0.267,0.488,0.214,0.039
8578,0.47,0.0,-0.149,-0.263,-0.309,-0.165,-0.16,-0.135,-0.197,-0.102,-0.165,-0.037,-0.340,-0.036,-0.170,-0.149,-0.104,-0.029,0.315,-0.108,-0.13,-0.033,0.076,0.209,0.057,0.023,0.013,0.29,-0.245,0.18,-0.038,-0.141,-0.154
6561,0.931,0.0,0.214,-0.092,0.105,0.125,0.139,0.452,0.315,0.292,0.262,0.419,-0.179,-0.014,-0.178,0.048,0.150,-0.011,0.042,0.119,0.186,0.106,0.097,0.308,0.39,-0.073,0.311,0.168,0.095,-0.02,0.385,0.006,-0.084
7624,2.518,0.0,-0.219,-0.414,-0.241,-0.162,-0.251,0.086,-0.029,0.006,-0.330,-0.241,-0.290,-0.134,-0.037,-0.111,0.006,0.013,0.003,-0.069,-0.157,0.014,0.165,0.108,0.006,0.123,0.238,0.388,-0.118,0.039,0.041,0.06,-0.026
3827,1.153,0.0,0.037,0.023,0.039,0.085,0.127,0.24,0.208,0.001,0.019,0.063,-0.062,0.053,0.097,-0.029,0.038,0.15,0.206,0.204,0.102,0.208,0.448,0.548,0.331,-0.077,0.086,0.147,0.122,0.188,0.46,0.083,-0.02
5962,1.32,0.0,0.86,-0.194,0.13,0.183,0.147,0.094,0.097,0.154,0.327,0.796,0.713,0.351,0.436,-0.017,0.229,-0.318,1.117,0.51,0.608,0.094,0.091,0.138,0.144,-0.394,0.366,0.486,0.347,0.085,0.274,0.031,-0.045
6992,1.2,0.0,0.394,-0.38,-0.299,-0.573,-0.495,-0.589,-0.621,-0.019,-0.631,-0.949,-0.906,-0.905,-0.786,-0.898,-0.927,0.371,0.026,-0.28,-0.374,-0.629,-0.434,-0.695,-0.496,0.204,-0.315,-0.748,-0.842,-0.765,-0.413,-0.765,-0.964
1692,0.982,0.0,0.023,0.086,0.216,-0.098,0.173,0.194,0.338,0.351,0.662,0.829,0.464,0.496,0.214,0.278,0.364,0.125,0.243,0.204,0.147,0.057,0.419,0.436,0.324,-0.019,0.176,0.554,0.371,0.306,0.494,0.347,0.074
651,0.252,0.0,0.16,0.388,1.035,0.32,0.362,0.306,0.25,0.375,-0.026,0.559,0.444,0.269,0.373,0.375,0.452,0.158,0.537,0.317,0.131,0.18,0.358,0.311,0.744,0.295,0.513,0.486,0.468,0.214,0.355,0.434,0.12
6401,13.28,0.0,0.089,0.097,0.106,0.094,-0.11,0.077,0.106,0.095,0.149,0.326,0.411,0.292,0.080,0.139,0.181,-0.312,0.32,-0.234,-0.217,-0.175,-0.138,0.02,-0.458,-0.044,0.274,0.46,0.292,0.144,0.119,0.285,-0.023
5749,1.699,0.0,0.026,-0.375,0.194,-0.273,-0.161,0.063,0.191,0.234,0.109,0.415,0.221,0.178,-0.079,0.042,0.243,0.069,0.083,-0.1,-0.208,-0.05,-0.22,0.068,0.012,0.141,0.371,0.494,0.446,0.196,0.311,0.238,0.375
7025,17.81,0.0,0.1,-0.126,-0.011,0.276,0.264,0.4,0.302,0.134,-0.122,0.324,0.431,0.508,0.238,0.065,0.138,-0.303,0.184,0.06,-0.001,0.072,-0.198,0.133,0.088,-0.135,-0.02,0.066,0.264,0.203,0.357,0.246,0.178
9160,1.339,0.0,0.012,0.358,0.816,0.357,0.336,0.442,0.184,0.346,0.474,0.462,0.088,0.293,0.167,0.379,0.181,0.01,0.329,0.504,0.405,0.482,0.642,0.619,0.66,-0.11,0.452,0.313,0.5,0.417,0.392,0.392,0.425
2064,0.859,0.0,-0.255,-0.091,0.943,-0.091,0.004,0.131,-0.629,0.076,-0.011,0.834,0.079,0.276,0.228,0.276,0.186,-0.07,0.066,0.111,0.085,0.083,0.05,-0.048,0.548,-0.203,0.131,0.417,0.678,0.331,0.24,0.253,0.125
740,0.303,0.0,-0.136,-0.118,0.783,0.102,-0.079,0.06,-0.27,0.026,-0.323,-0.138,-0.047,-0.020,-0.139,0.057,-0.259,0.007,-0.073,0.184,-0.045,-0.061,-0.149,-0.073,0.095,-0.185,0.059,0.037,0.379,-0.139,0.076,-0.128,-0.102
8036,4.036,0.0,0.163,0.248,0.26,-0.234,-0.332,-0.038,-0.98,0.157,-0.064,0.218,0.131,-0.044,-0.123,-0.290,-0.335,-0.132,0.157,-0.277,-0.277,-0.087,-0.178,-0.283,-0.317,0.06,0.144,0.082,0.136,0.127,-0.267,-0.333,-0.172
3485,3.834,0.0,-0.32,-0.176,0.3,-0.176,-0.367,-0.092,-0.731,0.171,0.062,0.125,-0.088,-0.095,0.173,0.010,0.012,0.246,0.221,-0.069,-0.195,-0.228,-0.213,-0.119,0.111,-0.044,-0.147,-0.228,-0.084,0.076,0.423,0.134,0.175
8041,6.168,0.0,-0.194,-0.077,0.158,-0.118,-0.302,0.123,-0.072,0.131,-0.058,-0.144,-0.037,-0.122,-0.418,-0.124,-0.151,0.694,0.229,0.317,0.39,0.264,0.048,0.086,0.699,0.173,0.007,-0.475,0.147,-0.225,-0.04,-0.252,0.006
7931,0.436,0.0,-0.059,-0.187,0.292,-0.139,-0.095,0.167,-0.084,0.091,0.051,0.398,0.031,0.201,0.146,-0.013,-0.098,0.209,0.278,0.152,0.066,0.054,-0.013,-0.094,0.385,0.06,-0.094,-0.019,0.216,0.119,-0.021,0.016,-0.02
8591,142.1,0.0,0.15,0.167,0.309,0.364,0.396,0.454,0.571,0.548,0.278,0.444,0.500,0.515,0.199,0.264,0.373,0.452,0.366,0.193,0.238,0.003,0.191,0.46,0.576,0.37,0.421,0.517,0.678,0.306,0.379,0.462,0.213
